Drug_ID	Drug	Y	Species
"CHEMBL2164373"	"O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCC(F)(F)CC1"	98.0	"Homo sapiens"
"CHEMBL2057372"	"CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1"	54.02	"Homo sapiens"
"CHEMBL412142"	"Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1"	98.13	"Homo sapiens"
"CHEMBL35"	"NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl"	98.37	"Homo sapiens"
"CHEMBL1090090"	"NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F"	60.77	"Homo sapiens"
"CHEMBL506"	"COc1cc(NC(C)CCCN)c2ncccc2c1"	59.66	"Homo sapiens"
"CHEMBL481"	"CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC"	57.99	"Homo sapiens"
"CHEMBL1078411"	"N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1"	54.02	"Homo sapiens"
"CHEMBL1957370"	"N#Cc1c(-c2ccc(-c3ccncc3Cl)cc2)nc2ccncc2c1O"	99.45	"Homo sapiens"
"CHEMBL2333941"	"C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1"	54.02	"Homo sapiens"
"CHEMBL210884"	"COCCOc1nc(N)c2[nH]c(=O)n(Cc3ccccc3)c2n1"	89.49	"Homo sapiens"
"CHEMBL141157"	"C#CC[C@@H](C(=O)N[C@H](/C=C/C(=O)OCC)C[C@@H]1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O"	55.73	"Homo sapiens"
"CHEMBL1807823"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1"	52.88	"Homo sapiens"
"CHEMBL1950842"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C(C)(C)C"	49.42	"Homo sapiens"
"CHEMBL1917431"	"Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O"	98.73	"Homo sapiens"
"CHEMBL2335878"	"CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	98.89	"Homo sapiens"
"CHEMBL60066"	"O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1"	53.45	"Homo sapiens"
"CHEMBL558"	"Cc1cccc(C)c1OCC(C)N"	36.53	"Homo sapiens"
"CHEMBL2062569"	"CC(=O)Nc1cc2c(ccn2-c2cc(NC3CC3)n3ncc(C#N)c3n2)cc1C"	97.91	"Homo sapiens"
"CHEMBL480"	"Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1"	98.4	"Homo sapiens"
"CHEMBL2152918"	"CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Br)c3)cc1C21N=C(C)C(N)=N1"	86.05	"Homo sapiens"
"CHEMBL98406"	"Nc1nc2ccc(F)cc2s1"	84.0	"Homo sapiens"
"CHEMBL1470371"	"NC(=O)c1cccc2c3c([nH]c12)CCCC3"	71.99	"Homo sapiens"
"CHEMBL2018969"	"COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1"	98.67	"Homo sapiens"
"CHEMBL1934426"	"Cc1nn(C2CCOCC2)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1C(=O)N[C@@H](C)C(C)(C)C"	92.64	"Homo sapiens"
"CHEMBL2164670"	"COc1ccccc1C(C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(Cc2ccc(F)cc2)CC1"	94.9	"Homo sapiens"
"CHEMBL2048864"	"O=C1NC(=O)/C(=C/c2cccc(Cl)c2N2CCNCC2)S1"	92.16	"Homo sapiens"
"CHEMBL2177173"	"CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cnccc4CN4CCCC4)n3)cc2)CC1"	92.16	"Homo sapiens"
"CHEMBL2158839"	"O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	88.59	"Homo sapiens"
"CHEMBL2178388"	"Cc1nc(C(F)F)c(C(N)=O)nc1-c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1"	94.56	"Homo sapiens"
"CHEMBL315708"	"c1ccc(-c2[nH]nc3ccccc23)cc1"	96.93	"Homo sapiens"
"CHEMBL1818300"	"CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(N3CCC(CCN4CC(O)C4)CC3)nc3ccccc23)CC1"	97.0	"Homo sapiens"
"CHEMBL2313230"	"CCCN(c1cncnc1)P(=O)(c1ccccc1)c1ccccc1"	88.11	"Homo sapiens"
"CHEMBL62"	"CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1"	91.99	"Homo sapiens"
"CHEMBL2177908"	"NC1=NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21"	97.07	"Homo sapiens"
"CHEMBL1778643"	"CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1"	94.32	"Homo sapiens"
"CHEMBL1444"	"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1"	51.73	"Homo sapiens"
"CHEMBL1650733"	"Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)n[nH]1"	91.64	"Homo sapiens"
"CHEMBL1934414"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCC2)cc1"	97.86	"Homo sapiens"
"CHEMBL182380"	"CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1"	67.12	"Homo sapiens"
"CHEMBL378730"	"Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O"	99.44	"Homo sapiens"
"CHEMBL65693"	"CS(=O)(=O)Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1"	99.45	"Homo sapiens"
"CHEMBL2335898"	"C[C@@H](NC(=O)C1CCCCN1C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	96.17	"Homo sapiens"
"CHEMBL1230662"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C"	91.99	"Homo sapiens"
"CHEMBL1762530"	"Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1"	91.82	"Homo sapiens"
"CHEMBL2158819"	"O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	91.46	"Homo sapiens"
"CHEMBL2207603"	"COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)CCC(=O)O"	97.6	"Homo sapiens"
"CHEMBL1801504"	"O=c1cc(Cn2c(C3CCC3)nc3nccnc32)c2ccc(F)c(F)c2[nH]1"	79.92	"Homo sapiens"
"CHEMBL1087268"	"Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1"	95.33	"Homo sapiens"
"CHEMBL1981917"	"NC1=Nc2ccccc2Sc2cccc(F)c21"	94.32	"Homo sapiens"
"CHEMBL2177911"	"COc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)ccn1"	95.33	"Homo sapiens"
"CHEMBL2017291"	"COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12"	97.66	"Homo sapiens"
"CHEMBL1587607"	"O=C(Nc1ccccc1Cl)c1cc[nH]n1"	93.39	"Homo sapiens"
"CHEMBL1778638"	"CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1"	97.66	"Homo sapiens"
"CHEMBL2062576"	"CC(=O)Nc1ccc2ccn(-c3cc(NCCCN4CCCC4)n4ncc(C#N)c4n3)c2c1"	93.24	"Homo sapiens"
"CHEMBL122"	"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1"	93.1	"Homo sapiens"
"CHEMBL439871"	"CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21"	93.1	"Homo sapiens"
"CHEMBL1944693"	"COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1"	94.06	"Homo sapiens"
"CHEMBL2070125"	"COc1cnc(-c2ccccn2)nc1NC1CCCC1"	93.94	"Homo sapiens"
"CHEMBL1778639"	"CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1"	95.72	"Homo sapiens"
"CHEMBL2031562"	"Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1"	97.81	"Homo sapiens"
"CHEMBL162203"	"Cc1cccc(-c2nc3cc(Cl)ccc3[nH]2)n1"	98.89	"Homo sapiens"
"CHEMBL669"	"CN(C)CCC=C1c2ccccc2C=Cc2ccccc21"	92.16	"Homo sapiens"
"CHEMBL550902"	"O=C(O)c1cncc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)c1"	99.01	"Homo sapiens"
"CHEMBL1995703"	"Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1"	92.48	"Homo sapiens"
"CHEMBL550496"	"O=C(O)CNCCNc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1"	92.8	"Homo sapiens"
"CHEMBL380732"	"CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12"	98.51	"Homo sapiens"
"CHEMBL2011928"	"COc1ccc(-c2nc3c(NCCCNC(C)=O)c(Br)cnc3[nH]2)cc1"	97.38	"Homo sapiens"
"CHEMBL2171021"	"Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl"	96.5	"Homo sapiens"
"CHEMBL567"	"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	98.51	"Homo sapiens"
"CHEMBL2070117"	"COc1cnc(-c2ccccn2)nc1N1CCCCC1"	95.12	"Homo sapiens"
"CHEMBL1489548"	"O=C(CCS(=O)(=O)c1ccc(Br)cc1)NCCc1ccccc1"	96.0	"Homo sapiens"
"CHEMBL195309"	"Cc1nccn1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1"	93.1	"Homo sapiens"
"CHEMBL2062555"	"N#Cc1cnn2c(N)cc(-c3cccs3)nc12"	95.12	"Homo sapiens"
"CHEMBL580"	"O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O"	92.8	"Homo sapiens"
"CHEMBL416"	"COc1c2occc2cc2ccc(=O)oc12"	92.32	"Homo sapiens"
"CHEMBL391565"	"COc1ccc(NC(=O)c2ccnc(N)n2)cc1"	71.05	"Homo sapiens"
"CHEMBL1087269"	"Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1"	97.38	"Homo sapiens"
"CHEMBL1256967"	"CC1(C)[C@H](NC(=O)/C(=N\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O"	69.12	"Homo sapiens"
"CHEMBL2335876"	"COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1C"	99.6	"Homo sapiens"
"CHEMBL2335901"	"C[C@@H](NC(=O)C1CCNCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	95.23	"Homo sapiens"
"CHEMBL2062568"	"CC(=O)Nc1ccc2c(c1)N(c1cc(NC3CC3)n3ncc(C#N)c3n1)CCC2"	97.38	"Homo sapiens"
"CHEMBL1770298"	"Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1"	99.57	"Homo sapiens"
"CHEMBL1689133"	"C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O"	97.44	"Homo sapiens"
"CHEMBL2164044"	"O=C(NCc1ccc(F)c(C(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1"	95.23	"Homo sapiens"
"CHEMBL2207606"	"COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)/C=C/C(=O)O"	97.6	"Homo sapiens"
"CHEMBL1557771"	"O=C(c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1"	95.43	"Homo sapiens"
"CHEMBL493677"	"CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1"	95.53	"Homo sapiens"
"CHEMBL2207664"	"Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl"	96.65	"Homo sapiens"
"CHEMBL560993"	"Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O"	99.36	"Homo sapiens"
"CHEMBL1916535"	"O=C1COc2ccccc2N1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1"	74.69	"Homo sapiens"
"CHEMBL2059865"	"Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1"	94.06	"Homo sapiens"
"CHEMBL2147475"	"COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1"	99.39	"Homo sapiens"
"CHEMBL1957840"	"O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12"	96.34	"Homo sapiens"
"CHEMBL1950852"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2OC)C1)C(C)(C)C"	74.25	"Homo sapiens"
"CHEMBL1917449"	"CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O"	95.72	"Homo sapiens"
"CHEMBL1609717"	"O=C(CCS(=O)(=O)c1ccc(Br)cc1)NCc1ccc(F)cc1"	95.72	"Homo sapiens"
"CHEMBL1950841"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCCN(CCc2ccccc2)C1)C1CCCCC1"	73.81	"Homo sapiens"
"CHEMBL228814"	"Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1"	99.4	"Homo sapiens"
"CHEMBL1951077"	"COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)COCC(=O)O"	73.36	"Homo sapiens"
"CHEMBL1448843"	"O=C(CSc1ccccc1)N1CCN(C(=O)c2ccco2)CC1"	73.36	"Homo sapiens"
"CHEMBL972"	"C#CCN(C)[C@H](C)Cc1ccccc1"	72.91	"Homo sapiens"
"CHEMBL1213085"	"Cc1ccccc1-n1c(Cn2nc(-c3ccc(O)c(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O"	98.0	"Homo sapiens"
"CHEMBL2165057"	"COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](OC)C3)c2c1"	71.99	"Homo sapiens"
"CHEMBL2158825"	"O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	99.4	"Homo sapiens"
"CHEMBL402831"	"Cc1nc(-c2c(F)cc(Cl)cc2-c2cnc([C@@H](C)NC(=O)[C@@](C)(O)C(F)(F)F)c(F)c2)no1"	98.0	"Homo sapiens"
"CHEMBL1951075"	"COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)NCC(=O)O"	71.99	"Homo sapiens"
"CHEMBL2325021"	"N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1ccnnc1"	99.41	"Homo sapiens"
"CHEMBL480445"	"COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1"	74.69	"Homo sapiens"
"CHEMBL559968"	"O=C(NCCc1ccccc1Cl)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl"	97.2	"Homo sapiens"
"CHEMBL109980"	"CC(C)(N)C(=O)N[C@H](COCc1ccc(F)cc1F)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)[C@]2(Cc2ccccn2)C1"	74.69	"Homo sapiens"
"CHEMBL23"	"COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1"	75.97	"Homo sapiens"
"CHEMBL1917443"	"Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O"	99.19	"Homo sapiens"
"CHEMBL481905"	"CCOc1cc2ncc(C(N)=O)c(Nc3ccc(Cl)c(Cl)c3)c2cc1N1CCN(C)CC1"	99.19	"Homo sapiens"
"CHEMBL2180028"	"COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C"	95.63	"Homo sapiens"
"CHEMBL208943"	"O=C(c1c2ccccc2cc2ccccc12)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1"	93.39	"Homo sapiens"
"CHEMBL2144069"	"Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1"	99.61	"Homo sapiens"
"CHEMBL250687"	"CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1"	99.23	"Homo sapiens"
"CHEMBL1352569"	"CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccn2)CC1"	99.23	"Homo sapiens"
"CHEMBL1956163"	"O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1"	98.4	"Homo sapiens"
"CHEMBL1916532"	"COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1"	82.72	"Homo sapiens"
"CHEMBL149434"	"CCc1c(C(=O)C(N)=O)c2c(OCC(N)=O)cccc2n1Cc1ccccc1"	84.9	"Homo sapiens"
"CHEMBL1818296"	"CN(C)CCC1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1"	96.65	"Homo sapiens"
"CHEMBL2171033"	"O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	81.36	"Homo sapiens"
"CHEMBL1346"	"NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1"	95.12	"Homo sapiens"
"CHEMBL1778636"	"N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1"	99.25	"Homo sapiens"
"CHEMBL2207654"	"O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12"	95.01	"Homo sapiens"
"CHEMBL406"	"CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1"	79.55	"Homo sapiens"
"CHEMBL509032"	"COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1"	96.72	"Homo sapiens"
"CHEMBL13817"	"CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12"	76.81	"Homo sapiens"
"CHEMBL1027"	"Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C"	94.9	"Homo sapiens"
"CHEMBL1950720"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CCN(CCc3ccccc3)C[C@H]21)C1CCCCC1"	94.32	"Homo sapiens"
"CHEMBL2171047"	"Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1"	82.05	"Homo sapiens"
"CHEMBL331372"	"CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O"	57.99	"Homo sapiens"
"CHEMBL479441"	"COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1"	54.59	"Homo sapiens"
"CHEMBL1818303"	"CN(C)CCC1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OCC(C)(C)C)CC3)c3ccccc3n2)CC1"	98.61	"Homo sapiens"
"CHEMBL1921936"	"C[C@@](C(=O)O[C@H]1C[N+]2(CCCOc3ccc(F)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1"	96.87	"Homo sapiens"
"CHEMBL1090630"	"CCCCCCCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O"	89.27	"Homo sapiens"
"CHEMBL1873475"	"C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1"	96.57	"Homo sapiens"
"CHEMBL2335907"	"COc1cc(-c2ccncc2)cc2cnc(Nc3ccc([C@@H](C)NC(C)=O)cc3)nc12"	96.57	"Homo sapiens"
"CHEMBL168634"	"Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1"	91.64	"Homo sapiens"
"CHEMBL814"	"COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1"	75.55	"Homo sapiens"
"CHEMBL2011908"	"CNc1c(Br)cnc2[nH]c(-c3ccc(S(C)(=O)=O)cc3)nc12"	95.23	"Homo sapiens"
"CHEMBL603584"	"COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1"	35.46	"Homo sapiens"
"CHEMBL217943"	"O=C(NCc1ccccc1)c1ccc2cccnc2c1O"	96.93	"Homo sapiens"
"CHEMBL2335885"	"COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	97.38	"Homo sapiens"
"CHEMBL2059910"	"CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1"	64.54	"Homo sapiens"
"CHEMBL1824031"	"O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Br)cc54)CC3)nc2N1"	97.38	"Homo sapiens"
"CHEMBL2178931"	"Cc1nc(C(C)C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O"	97.81	"Homo sapiens"
"CHEMBL271013"	"C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12"	95.43	"Homo sapiens"
"CHEMBL1608462"	"Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1"	96.5	"Homo sapiens"
"CHEMBL271703"	"C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)cnc12"	95.53	"Homo sapiens"
"CHEMBL2059375"	"CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(N)=O)c3)cnc2[nH]1"	64.01	"Homo sapiens"
"CHEMBL2164042"	"O=C(NCc1cccc(OC(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1"	95.53	"Homo sapiens"
"CHEMBL481230"	"COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCN(C)CCO"	67.12	"Homo sapiens"
"CHEMBL1789941"	"N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1"	94.68	"Homo sapiens"
"CHEMBL1734492"	"NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1"	97.0	"Homo sapiens"
"CHEMBL2164747"	"COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](O)C3)c2c1"	94.68	"Homo sapiens"
"CHEMBL2331742"	"Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O"	96.0	"Homo sapiens"
"CHEMBL2181928"	"C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1"	93.67	"Homo sapiens"
"CHEMBL192307"	"CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C"	93.8	"Homo sapiens"
"CHEMBL1600099"	"O=C1CN(C(=O)c2ccccc2)C(c2ccccc2)c2cc(Cl)ccc2N1"	93.94	"Homo sapiens"
"CHEMBL2062572"	"CC(=O)Nc1ccc2ccn(-c3cc(NCCCCO)n4ncc(C#N)c4n3)c2c1"	95.91	"Homo sapiens"
"CHEMBL2338408"	"CC(C)(C)NC(=O)NCCN1CCOC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1"	93.94	"Homo sapiens"
"CHEMBL2179287"	"Cc1cn(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O"	98.89	"Homo sapiens"
"CHEMBL1916537"	"COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2"	95.82	"Homo sapiens"
"CHEMBL553"	"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1"	95.82	"Homo sapiens"
"CHEMBL2171024"	"O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1"	95.01	"Homo sapiens"
"CHEMBL2164565"	"CCN(CCO)C(=O)c1cc2cccnn2c1-c1cccc(C(F)(F)F)c1"	95.72	"Homo sapiens"
"CHEMBL2207669"	"N#Cc1ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl"	80.29	"Homo sapiens"
"CHEMBL1951072"	"COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC2C)cc1NC(C)=O"	95.63	"Homo sapiens"
"CHEMBL1645496"	"O=c1cc(-c2cccnc2)[nH]c2cc(C(O)c3ccccc3)ccc12"	97.32	"Homo sapiens"
"CHEMBL2179275"	"Cc1cn([C@H]2CCCN([C@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O"	97.26	"Homo sapiens"
